Name,Age,Gender,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Kristine Fleming,18,Other,9th,2.1,6.7,90,2,1.0,10,6,5,1,1.9,28,18,4.0,0.6,1.7,Education,10,7.3,7.5
Deborah Dean,17,Other,10th,5.0,5.5,65,3,0.0,10,1,7,1,2.1,98,8,3.0,0.0,1.0,Gaming,1,12.3,8.8
Denise Ortiz,13,Female,10th,4.9,5.5,92,10,0.3,9,6,6,0,1.7,139,9,3.8,1.8,1.4,Browsing,4,5.8,10.0
Colleen White,14,Female,7th,6.6,9.3,88,3,0.0,6,9,2,1,1.2,102,10,1.6,2.9,1.0,Other,4,6.8,10.0
Daniel Johnson,15,Female,7th,1.5,8.3,52,0,0.5,9,6,8,1,1.5,107,12,1.5,2.2,0.3,Browsing,10,4.6,5.6
Kelsey Duke,13,Female,11th,6.3,3.9,60,6,0.9,1,5,10,0,0.6,30,16,2.3,0.2,1.0,Social Media,10,7.7,10.0
Jill Ray,17,Male,9th,5.7,4.9,99,10,1.7,2,1,8,0,0.6,133,17,4.2,2.8,1.0,Education,7,2.1,10.0
Gary Foster,14,Male,8th,4.6,5.3,66,4,0.0,2,5,6,1,0.7,144,6,3.8,1.9,0.7,Browsing,9,9.2,10.0
Barbara Evans,16,Male,11th,5.7,4.7,51,4,0.6,4,1,3,1,0.8,59,17,1.4,0.8,0.1,Other,1,4.5,10.0
Emily Price,13,Other,12th,3.3,6.3,96,7,1.0,4,4,8,0,1.7,141,8,1.3,2.5,0.7,Gaming,3,9.7,8.4
Carolyn Dixon,15,Female,9th,4.3,6.4,54,7,1.0,5,6,9,1,1.2,81,19,1.2,0.9,1.8,Education,7,6.5,8.6
Daniel Perez,16,Male,12th,8.0,4.8,86,10,1.1,1,9,10,0,1.2,96,16,3.8,2.3,1.0,Gaming,2,7.7,10.0
Sonia Smith,13,Other,12th,5.1,5.4,68,0,1.2,2,4,8,0,1.3,110,12,3.2,1.5,1.8,Education,3,4.7,10.0
Bradley Garcia,13,Female,11th,6.0,6.6,96,2,1.5,7,2,7,0,1.0,112,9,3.5,1.9,1.3,Browsing,9,5.7,10.0
Erin Hall,16,Other,9th,6.8,5.6,89,7,2.0,7,1,5,1,1.6,25,8,2.7,2.1,1.8,Browsing,7,6.8,10.0
Angel Nielsen,13,Female,8th,6.3,3.0,84,4,1.6,5,1,4,0,1.2,37,8,1.4,0.9,0.3,Other,1,1.9,9.4
Samuel Curtis,16,Other,10th,0.4,5.3,81,3,1.3,5,5,4,1,0.5,22,5,1.8,2.1,1.1,Gaming,6,8.3,3.1
Linda Barry,13,Female,9th,7.0,5.6,72,0,0.9,3,8,6,1,1.5,145,17,4.0,1.9,1.9,Gaming,9,5.0,10.0
Madison Hayes,18,Female,12th,4.6,6.6,89,0,1.3,1,1,10,0,0.9,105,11,2.1,2.5,0.8,Gaming,1,6.9,10.0
Michael Odonnell Jr.,14,Male,12th,2.7,7.7,70,5,1.1,5,5,5,0,1.2,135,20,2.8,2.3,1.1,Browsing,9,5.4,10.0
Herbert Lang,16,Male,9th,2.7,8.5,74,10,1.0,7,8,2,1,1.7,58,16,0.9,1.8,1.8,Education,4,5.2,5.5
Albert Bradley,18,Male,12th,6.8,5.7,55,9,0.0,9,7,1,0,1.4,144,10,1.7,0.5,0.1,Gaming,3,6.5,10.0
Brian Lee,16,Male,11th,3.8,4.9,91,3,1.8,4,10,7,1,1.9,138,12,2.6,0.0,0.8,Other,7,3.4,9.1
Scott Kelly PhD,13,Male,11th,4.4,7.6,82,10,1.8,8,5,10,1,0.4,146,17,3.5,0.6,0.3,Gaming,10,4.2,10.0
Christopher Brown,13,Other,12th,4.2,7.0,53,1,0.7,1,6,6,1,0.4,85,18,3.1,0.5,1.1,Gaming,6,5.3,9.6
Jeremy Hayes,14,Other,7th,5.7,5.8,97,1,1.5,5,5,5,0,1.9,59,19,2.3,2.3,1.0,Other,1,9.4,10.0
Charlene Singh,19,Other,9th,3.1,5.7,90,4,1.2,4,6,3,1,0.6,42,8,2.7,1.0,1.3,Other,7,5.0,6.4
Brian Pierce,15,Other,9th,10.9,5.2,54,1,1.9,7,9,7,0,1.2,68,16,3.2,0.9,1.9,Other,5,6.1,10.0
Carol Weaver,13,Male,9th,8.0,5.7,65,6,1.7,9,2,6,1,0.5,89,6,0.8,3.2,0.8,Other,6,3.3,10.0
John Moss,16,Female,9th,3.5,9.4,83,3,2.5,7,9,9,0,0.3,38,18,4.4,2.7,2.1,Social Media,1,7.7,10.0
Ernest Morris,13,Female,12th,4.1,7.4,57,8,1.2,5,9,9,0,1.4,42,5,2.7,3.2,1.0,Browsing,7,6.2,8.1
Kenneth Mcintosh,16,Male,10th,4.5,9.3,50,10,1.1,1,2,4,0,0.8,29,12,2.9,4.0,0.2,Education,2,5.2,9.7
Peter Acosta,18,Other,12th,2.6,7.2,97,3,1.5,2,2,1,0,0.3,124,14,1.7,0.0,1.0,Browsing,2,4.9,6.0
Lauren Webb,13,Other,11th,3.4,7.2,66,4,0.6,8,9,3,0,1.6,146,8,1.9,0.0,0.7,Gaming,7,8.5,6.2
Mr. Ian Pierce,16,Female,12th,6.9,8.1,53,4,0.4,7,2,4,0,1.0,110,7,0.7,0.4,0.9,Other,8,7.9,7.6
Beth Hayes,16,Female,7th,1.2,7.2,51,6,0.2,10,10,10,1,1.2,93,7,2.1,1.8,0.0,Other,1,3.4,4.8
Katherine Gonzales,14,Other,7th,4.6,8.5,89,7,1.7,8,10,6,1,0.6,61,16,2.7,0.4,0.3,Other,4,9.3,7.9
Gregory Johnson,14,Other,9th,4.1,4.0,86,10,0.5,3,5,10,0,1.1,79,6,4.0,0.7,0.5,Gaming,7,4.3,9.6
Mr. George Durham,17,Male,9th,3.1,5.3,97,5,1.5,8,1,6,1,1.2,139,7,4.1,2.8,1.3,Social Media,2,3.7,10.0
Jennifer Anderson,18,Male,9th,5.2,7.8,52,6,0.0,10,9,9,1,0.6,84,20,3.5,0.5,0.3,Other,6,4.3,10.0
Cody Larson,18,Other,12th,3.5,6.8,57,1,0.2,7,2,8,0,1.8,83,8,1.4,0.0,1.7,Social Media,10,8.6,4.8
Jared Hoffman,17,Male,9th,1.2,7.6,62,2,2.0,3,5,8,1,0.8,97,14,2.6,0.2,0.9,Browsing,9,6.2,4.9
Madison Nunez,19,Female,11th,5.4,3.4,66,8,0.2,10,7,5,1,0.2,106,11,1.2,2.0,0.1,Browsing,1,4.2,10.0
Deanna Barnes,13,Male,11th,4.8,5.8,93,2,0.3,3,10,6,0,1.3,64,15,0.0,1.4,1.3,Education,7,3.4,7.6
Reginald Oconnor,15,Other,7th,3.5,8.0,74,7,0.0,9,6,3,0,1.2,68,19,2.3,1.8,0.0,Other,10,5.3,8.8
Jason Shaw,13,Female,9th,4.4,3.9,85,5,1.1,4,8,2,0,0.6,83,17,3.4,2.0,2.1,Other,9,7.7,10.0
Karen Fitzgerald,15,Female,7th,5.2,7.5,50,5,0.6,3,3,6,1,1.5,97,18,1.1,0.1,0.0,Social Media,6,6.7,8.2
Kimberly Roberts,14,Female,11th,5.8,5.9,62,0,0.4,2,6,4,0,0.4,87,8,0.9,2.9,0.3,Other,7,5.9,10.0
Melanie Williams,18,Other,12th,6.2,6.4,88,8,0.6,2,7,3,1,0.2,82,12,3.4,1.4,0.4,Social Media,5,7.5,10.0
Brianna Vincent,15,Male,10th,3.6,6.6,67,0,0.3,4,2,8,0,1.6,24,8,0.7,1.3,1.1,Social Media,1,2.6,4.4
Cynthia Burton,15,Female,12th,4.9,5.7,88,3,0.7,10,10,5,1,0.5,36,12,3.0,3.4,0.7,Social Media,2,6.0,10.0
Anthony Nunez,13,Female,7th,6.0,7.7,55,2,1.6,5,2,7,0,1.0,145,20,3.7,2.6,0.3,Social Media,1,5.0,10.0
Gregory Jones,15,Male,11th,7.3,5.0,58,1,0.6,9,9,8,0,0.5,36,17,1.8,3.0,1.4,Social Media,7,4.6,10.0
Deborah Stewart,15,Male,8th,2.7,8.6,76,4,0.1,5,7,2,0,0.8,76,11,0.4,1.6,0.7,Education,7,5.8,4.1
Kevin Salinas,15,Female,7th,8.3,7.1,57,6,0.0,4,2,9,1,1.6,36,11,4.5,1.1,3.0,Browsing,6,2.7,10.0
Tracy Sparks,16,Female,10th,7.5,9.0,98,10,0.2,10,3,6,1,0.6,112,6,0.4,0.0,0.1,Gaming,1,3.8,6.8
Keith Jimenez,18,Other,12th,5.1,8.5,85,10,1.4,8,2,1,1,0.5,122,15,3.2,1.0,0.2,Education,8,8.7,10.0
John Bailey,17,Other,10th,3.4,4.8,76,7,0.9,7,1,9,1,0.8,94,5,3.8,3.1,1.4,Gaming,8,6.7,10.0
Diana Maxwell,15,Male,9th,4.7,6.3,72,5,1.7,9,9,6,1,0.7,25,11,1.6,1.2,1.5,Social Media,2,8.4,7.0
Jesus Brown,16,Male,11th,5.3,8.9,93,8,1.0,8,10,6,1,0.4,56,7,3.2,0.2,1.7,Browsing,2,6.3,6.8
Hannah Garcia,13,Female,12th,8.3,6.1,82,6,1.6,7,6,3,1,0.3,106,17,2.2,0.0,0.7,Gaming,4,2.8,10.0
William Hernandez,16,Male,12th,6.3,6.3,62,10,1.4,1,5,4,1,0.2,40,9,2.6,1.1,0.4,Other,3,3.5,9.4
Ashley Floyd,17,Female,7th,7.0,7.3,65,7,0.0,7,4,7,1,0.0,25,8,2.3,2.3,1.5,Social Media,6,7.6,10.0
James Taylor,13,Female,9th,5.3,5.4,73,4,1.9,1,8,10,1,1.2,137,18,1.0,3.8,0.6,Social Media,10,6.2,10.0
Angela Colon,14,Male,8th,3.7,9.9,50,6,1.9,7,9,9,0,1.5,147,13,3.3,1.8,0.9,Social Media,7,3.8,9.4
Michael Love,18,Female,11th,3.5,8.8,77,10,1.5,6,9,2,0,1.5,127,6,0.8,2.3,0.0,Gaming,7,2.9,5.9
Brendan Ward,18,Female,8th,3.3,7.6,70,0,1.8,7,4,8,1,0.3,51,6,2.8,3.3,0.9,Social Media,10,5.5,7.8
Kristopher Burns,17,Male,8th,5.7,3.9,52,8,2.0,4,10,6,0,1.2,71,9,1.5,2.8,0.0,Social Media,7,8.8,10.0
Martha Moon,17,Female,9th,4.5,5.4,83,2,1.9,6,6,4,0,1.0,24,16,1.5,1.1,0.2,Other,2,6.7,8.1
Christina Clements,17,Female,11th,8.2,6.9,64,9,1.1,6,6,3,0,0.2,41,9,3.1,0.5,1.2,Other,6,9.2,10.0
Kelly Gonzalez,15,Female,8th,3.6,6.1,73,6,0.0,4,10,7,0,1.0,37,17,3.1,1.1,1.4,Browsing,8,5.3,8.9
Helen Mcdaniel,19,Other,7th,7.3,4.7,71,4,0.8,10,7,9,0,1.4,113,14,3.5,2.9,1.6,Browsing,5,4.9,10.0
Jacob Santana,15,Female,11th,4.1,5.4,75,3,0.7,1,10,1,1,1.0,55,18,1.7,0.3,0.3,Gaming,7,9.5,8.1
Kyle Davidson,15,Male,11th,3.4,6.9,52,0,0.7,6,5,10,0,0.8,109,8,3.6,2.0,0.5,Education,6,8.1,9.3
Carrie Schaefer,14,Male,8th,3.6,9.1,69,9,1.9,1,3,6,0,1.2,26,18,2.6,0.1,0.0,Other,8,5.0,5.9
Raymond Fox,18,Other,7th,3.9,6.1,59,10,1.2,6,5,4,1,1.2,75,7,2.4,2.2,1.5,Browsing,10,8.8,8.4
Adam Chavez,19,Other,7th,9.0,6.8,95,9,1.1,5,6,1,0,0.3,81,14,2.1,0.7,2.0,Gaming,2,4.2,10.0
Erica Washington,18,Male,7th,4.8,6.2,98,7,1.1,1,9,1,1,0.7,79,19,3.4,0.6,1.7,Other,9,1.6,10.0
Timothy Jones,13,Female,12th,5.1,5.2,73,8,1.4,4,1,3,0,2.1,75,5,3.2,2.2,1.5,Other,7,7.4,10.0
Mrs. Teresa Francis,19,Female,12th,5.5,5.5,50,0,1.2,10,1,9,0,0.4,93,20,3.8,1.4,1.7,Education,9,7.7,10.0
Pamela Salazar,17,Male,10th,6.3,6.7,97,1,0.3,6,1,2,1,1.0,126,15,2.0,2.7,0.7,Gaming,9,6.6,10.0
Linda Richardson,17,Female,9th,3.1,5.8,77,3,0.0,6,4,4,0,1.0,140,15,1.1,3.0,1.4,Other,4,7.3,10.0
Brenda Castillo,15,Male,8th,8.7,4.8,93,1,1.7,7,9,8,1,0.4,26,9,2.3,2.1,0.6,Other,5,3.6,10.0
Judy Gutierrez,13,Other,12th,6.1,5.4,82,2,2.1,10,3,9,1,1.5,98,10,1.4,2.3,0.5,Other,10,7.5,10.0
Gary Burgess,17,Other,9th,1.9,5.8,77,6,1.7,5,4,6,0,0.3,133,14,2.3,2.1,2.1,Education,10,6.4,8.9
Lindsey Thomas,19,Male,11th,2.7,8.1,90,7,2.0,5,6,7,1,1.5,34,16,3.6,1.4,1.8,Education,2,7.7,7.5
Lawrence Ritter,16,Other,12th,1.5,5.7,55,8,0.7,8,4,4,0,1.2,48,19,2.0,1.4,0.6,Other,3,5.5,6.8
Brandon Tucker,18,Male,7th,1.6,7.2,67,4,1.2,6,8,3,0,1.2,75,17,2.8,1.5,1.0,Social Media,1,3.8,7.2
Ashley Peterson,16,Female,12th,8.1,3.8,85,3,0.9,4,4,4,1,1.1,98,18,3.3,1.9,2.5,Browsing,2,3.9,10.0
Nicholas Perry,18,Other,10th,4.7,5.9,80,10,0.1,2,3,6,0,0.7,141,9,2.7,2.7,1.7,Social Media,3,6.8,10.0
Deanna Watkins MD,19,Other,12th,6.3,8.0,90,9,1.3,4,5,3,0,0.9,134,20,3.1,1.7,0.0,Education,1,4.5,10.0
Morgan Wilson,16,Female,7th,3.3,6.7,79,3,0.9,4,3,6,0,1.2,82,7,1.1,0.7,0.9,Gaming,8,7.0,4.8
Richard Mccarthy,14,Male,9th,4.4,6.3,66,6,0.5,2,3,8,0,0.6,64,8,2.2,1.5,1.2,Other,10,5.9,7.8
Patrick Adams,14,Female,8th,10.6,5.1,94,6,0.4,7,4,9,1,0.3,77,10,1.7,0.0,0.4,Browsing,7,3.5,10.0
Brett Mcfarland,18,Male,7th,0.1,3.0,76,8,2.0,6,9,7,0,0.6,102,10,3.1,1.4,0.8,Social Media,10,5.8,7.1
Tiffany Winters,16,Female,10th,6.9,4.3,70,7,1.5,9,1,10,0,1.3,40,12,2.7,1.9,1.1,Browsing,10,8.4,10.0
Joseph Frazier,19,Other,11th,5.5,6.2,58,7,1.3,2,1,3,0,0.7,76,14,1.8,1.2,0.2,Other,5,1.2,9.7
Ashlee Haley,16,Other,12th,8.0,7.5,83,0,0.0,8,7,4,1,1.2,131,7,3.9,0.2,1.2,Education,3,9.4,10.0
Taylor Donaldson,14,Male,12th,8.9,6.8,76,8,2.0,7,3,8,1,2.2,118,11,0.5,3.3,0.9,Gaming,8,6.4,10.0
Michelle Robinson,15,Other,10th,4.0,6.8,60,4,1.7,2,4,2,1,0.7,21,12,2.3,1.5,1.9,Gaming,3,7.1,7.2
Angela Glenn,16,Female,7th,8.2,5.6,55,6,0.0,5,5,6,1,0.9,116,14,1.4,2.2,1.6,Social Media,10,8.8,10.0
Manuel Cobb,16,Female,12th,6.1,5.4,55,5,0.0,10,1,7,1,0.7,90,9,2.5,3.1,1.4,Other,10,7.0,10.0
Jackie Mathews,15,Other,8th,4.6,5.8,73,1,1.1,3,7,4,1,0.6,127,11,2.2,2.1,1.3,Social Media,8,2.2,10.0
Mary Johnson,14,Male,12th,3.8,6.4,70,5,1.1,7,4,5,0,0.9,74,19,2.3,0.0,0.4,Browsing,1,4.2,8.2
Amanda Lindsey,13,Female,11th,6.0,6.4,91,4,2.0,9,4,3,0,1.6,38,17,1.0,1.1,0.0,Browsing,10,6.2,9.1
Michael Gomez,16,Male,7th,7.0,8.1,99,8,0.9,6,5,8,1,1.1,51,5,4.4,1.7,2.9,Social Media,7,9.0,10.0
Carrie Stuart,15,Other,7th,3.3,6.5,79,10,0.1,5,4,6,0,1.4,31,7,2.6,2.7,0.3,Browsing,4,4.2,7.4
Anita Todd,14,Female,7th,4.5,6.8,67,0,1.0,9,3,9,1,1.8,95,16,3.8,1.9,0.2,Education,2,5.6,10.0
Maria Rodriguez,16,Male,12th,6.1,7.1,55,3,1.0,3,5,4,0,0.7,51,14,1.4,1.2,1.0,Browsing,7,8.3,9.0
Jenna Johnson,14,Female,10th,3.1,5.3,97,9,1.3,2,4,7,0,0.1,21,7,2.7,0.1,0.5,Education,8,6.0,5.1
Patricia Marquez,19,Male,11th,6.4,7.6,61,9,2.1,10,7,4,1,1.5,125,5,2.2,0.3,0.3,Browsing,5,5.6,8.6
Darryl White,19,Male,12th,7.1,5.9,66,3,0.9,10,10,10,1,0.8,48,6,2.9,0.8,1.6,Browsing,1,6.3,10.0
Jessica Andrade,16,Other,7th,6.8,6.8,66,8,1.4,2,9,9,0,1.0,77,8,3.5,0.5,0.4,Social Media,4,7.1,10.0
Gavin Kerr,17,Other,12th,5.3,6.9,84,3,1.5,5,7,7,1,0.2,56,6,1.0,1.6,0.8,Browsing,10,2.8,6.8
Gabrielle Boone,13,Male,10th,5.7,8.2,57,1,1.5,5,8,1,1,1.3,59,13,1.0,1.6,0.9,Education,1,3.7,8.0
Diane Chambers,13,Female,9th,4.8,9.1,55,3,1.2,6,3,4,1,1.8,87,20,2.1,3.1,1.3,Gaming,10,2.1,10.0
Johnny Spencer,16,Female,12th,5.4,7.2,76,10,2.5,1,6,6,0,1.5,81,19,3.6,0.4,0.9,Education,1,8.0,10.0
Ethan Hopkins,15,Other,9th,3.9,4.9,64,3,1.3,9,10,8,1,0.9,136,20,2.2,0.9,0.6,Education,2,5.0,10.0
Kelly Carroll,14,Male,12th,7.2,6.1,77,9,0.0,1,3,2,0,1.1,26,7,0.8,1.9,1.2,Social Media,1,3.7,8.8
Linda Henderson,15,Other,12th,4.9,6.3,94,0,1.4,3,1,9,1,0.5,142,13,4.8,0.0,1.2,Browsing,10,6.8,10.0
Kathleen Tran,15,Female,7th,8.0,4.7,71,3,0.9,6,8,4,1,0.5,84,9,4.4,1.6,0.0,Browsing,7,7.1,10.0
Christine Avery,13,Male,10th,7.8,5.8,82,8,1.6,1,6,4,1,0.6,65,5,3.4,1.7,0.8,Other,4,5.9,10.0
Karen Vargas,13,Female,11th,6.0,7.7,88,1,1.2,3,1,9,1,1.2,100,18,1.8,2.1,2.2,Browsing,4,5.6,10.0
Michelle Choi,13,Male,11th,6.0,7.7,98,9,1.7,1,5,5,0,0.4,55,10,3.9,0.0,0.1,Browsing,5,8.2,9.2
Matthew Tucker,13,Male,11th,3.1,5.6,88,0,1.6,3,9,3,1,0.1,74,9,5.0,0.7,0.9,Education,8,5.3,9.3
Michael Collins,19,Female,7th,7.6,6.4,93,0,1.4,1,6,7,0,0.3,27,7,2.4,2.2,0.5,Social Media,5,8.5,10.0
Kenneth Matthews,13,Male,12th,5.5,6.3,97,5,1.1,6,2,9,0,2.0,126,19,2.5,1.2,1.3,Social Media,4,8.7,10.0
Jordan Wilson DVM,17,Female,12th,7.0,6.7,91,3,0.4,4,10,7,0,0.0,45,5,2.7,2.2,0.8,Browsing,3,6.1,10.0
Kerri Perez,14,Female,11th,5.0,7.0,64,3,1.4,9,7,2,1,1.3,107,9,3.0,0.4,0.5,Education,10,8.1,8.8
Taylor Pacheco,16,Male,8th,3.6,7.2,66,8,1.4,5,8,7,1,1.2,36,9,2.0,1.5,1.0,Gaming,5,4.7,6.0
Robert Ward,13,Male,10th,4.8,6.2,76,4,1.3,6,4,3,1,0.8,43,8,3.0,0.0,0.0,Other,5,5.1,7.2
Cheryl Powell,15,Male,10th,5.1,8.2,54,5,2.1,5,2,5,1,1.5,97,17,2.3,1.9,1.2,Gaming,8,4.0,10.0
Lisa Guerra,16,Male,7th,4.1,5.4,62,6,1.0,8,9,6,0,2.1,62,9,2.3,0.0,1.6,Other,9,7.1,6.7
Tina Dominguez,18,Other,7th,8.2,5.3,52,8,0.9,9,10,3,1,1.4,53,8,2.7,1.6,0.6,Browsing,8,8.4,10.0
Sherry Lawrence,17,Female,9th,3.8,8.2,62,4,0.0,8,9,2,0,0.4,133,18,4.6,1.5,1.2,Education,4,3.9,10.0
John Dawson,19,Female,10th,2.2,7.6,86,5,1.4,1,3,8,1,1.0,64,5,1.5,2.3,0.7,Education,7,8.9,4.5
Mark Hartman,13,Other,7th,6.6,7.3,50,6,1.4,6,9,1,0,0.6,57,8,1.4,0.2,1.2,Social Media,8,7.4,7.3
Katherine Williams,18,Male,7th,4.9,7.7,85,8,0.6,4,6,5,1,2.5,55,10,2.9,0.9,1.8,Browsing,1,6.1,8.0
James Wilson,19,Female,10th,7.6,3.8,52,9,0.1,1,10,10,1,0.8,25,20,2.0,1.4,1.7,Education,4,2.7,10.0
Holly Arellano,15,Male,12th,5.7,6.8,55,2,0.0,5,1,10,0,1.4,35,18,5.0,0.5,0.0,Browsing,9,4.9,10.0
Jeremy Evans,19,Other,12th,1.9,5.8,69,5,0.6,2,3,2,1,0.8,51,13,3.7,2.4,1.6,Browsing,2,5.4,8.7
Elizabeth Moon,16,Male,12th,6.1,7.9,51,10,0.3,10,5,10,0,1.2,127,5,0.9,2.7,1.6,Education,3,3.9,9.3
James Mcclure,18,Female,8th,2.5,7.9,88,9,0.2,10,1,5,1,0.0,90,9,3.5,1.7,1.4,Social Media,9,4.3,7.3
Michele Johnson,17,Male,10th,6.4,6.2,88,0,0.5,9,4,8,1,0.9,109,17,2.5,3.1,1.0,Education,8,4.3,10.0
Maria Simon,17,Female,12th,6.4,7.2,89,7,0.3,8,8,1,0,1.0,86,8,2.8,0.0,1.3,Social Media,9,9.6,8.9
Sarah Meadows,15,Male,7th,4.7,4.6,77,2,1.0,5,9,3,0,1.4,77,5,3.3,1.3,1.2,Education,4,7.7,9.5
Stephanie Campbell,13,Other,7th,4.5,9.8,59,10,0.9,6,8,7,0,0.9,39,18,2.2,1.6,1.6,Education,2,5.7,7.8
Teresa Alvarez,16,Male,12th,5.4,3.9,85,8,0.1,4,3,7,1,0.3,148,20,3.0,1.7,1.0,Gaming,5,8.0,10.0
Russell Reynolds,17,Female,8th,5.3,7.3,96,10,0.8,3,2,1,1,1.2,103,7,1.6,1.4,0.0,Education,4,7.9,8.1
Christopher Grimes,16,Female,11th,2.2,6.3,67,6,0.5,9,8,5,0,1.9,48,19,2.8,4.0,1.7,Social Media,2,2.8,10.0
Devon Lawrence,13,Female,10th,5.6,5.4,95,6,0.1,2,10,3,1,1.8,38,13,2.1,1.2,0.5,Social Media,5,6.4,9.6
Anne Powers,18,Female,9th,8.8,7.5,85,5,1.4,10,8,1,1,0.6,134,19,1.9,1.0,0.8,Education,8,3.7,10.0
Tiffany Garcia,14,Other,11th,2.9,4.8,51,7,1.8,3,7,3,0,1.0,123,13,3.1,2.5,0.7,Social Media,2,5.3,10.0
Sharon Wright,16,Female,9th,3.4,9.5,60,0,0.0,3,3,6,0,0.5,76,5,2.3,2.7,1.0,Other,1,7.1,6.2
Brittney Watts,15,Female,7th,4.9,6.7,95,0,1.3,6,1,4,0,1.1,59,18,2.4,1.2,0.1,Gaming,6,4.4,9.9
Tracy Hoover,19,Other,7th,5.8,5.9,63,4,0.2,3,2,7,0,1.2,115,18,1.8,2.3,0.4,Other,5,8.6,10.0
Kendra Fields,15,Female,9th,3.8,6.1,80,1,0.1,4,10,10,0,1.5,67,6,2.6,2.2,1.5,Education,9,8.8,8.1
Beverly Castaneda,18,Male,10th,5.6,6.1,73,4,2.2,10,6,1,0,0.7,34,16,3.1,0.5,1.6,Other,9,5.9,10.0
Laurie Valdez,16,Female,8th,6.5,7.1,60,6,1.0,1,6,7,1,0.6,49,19,2.2,1.5,0.4,Other,2,5.3,10.0
Matthew Glass,13,Other,11th,5.2,7.0,65,1,2.7,5,7,3,1,0.8,22,7,1.8,3.2,0.0,Browsing,4,6.4,8.5
Kayla Murillo,19,Female,8th,4.4,6.4,76,6,1.2,6,1,8,0,1.6,33,7,3.1,2.6,1.5,Other,5,7.2,9.0
Sheila Sharp,19,Female,9th,3.8,5.2,80,1,0.4,2,4,3,1,0.9,71,6,1.7,2.5,0.3,Social Media,2,7.6,8.0
David Cooper,17,Female,11th,5.7,7.4,72,2,0.8,1,6,3,0,1.8,110,16,3.0,1.3,0.7,Other,8,4.4,10.0
Garrett Gallagher,13,Male,12th,5.6,6.6,51,4,1.1,3,1,2,1,1.6,122,11,2.1,1.7,1.3,Education,1,6.9,10.0
Kelsey Johnson,14,Other,9th,5.8,3.6,95,4,2.5,3,7,2,1,0.9,61,15,3.9,0.3,0.0,Social Media,3,7.9,10.0
Michele Hoffman,14,Other,7th,4.9,9.6,98,8,1.5,6,6,9,1,0.5,57,16,2.1,0.8,1.6,Social Media,7,9.6,7.3
Kevin Russell,18,Other,9th,5.8,5.5,88,7,0.9,9,10,6,0,0.6,85,18,1.7,0.1,1.7,Education,4,5.7,10.0
Jonathan Brown,16,Female,7th,5.3,5.8,73,6,1.3,7,5,6,0,1.5,138,13,1.4,2.7,1.1,Education,4,4.0,10.0
Scott Martinez,13,Male,12th,8.7,7.7,79,4,1.0,5,6,7,0,1.5,48,18,2.8,0.9,1.8,Other,2,5.0,10.0
Charles Solomon,13,Male,7th,2.2,4.1,68,9,0.0,3,9,3,0,0.9,137,7,1.7,1.0,0.0,Social Media,10,4.1,7.0
Gary Jordan,17,Female,10th,6.0,4.2,56,8,1.1,2,7,1,0,1.0,46,9,1.4,1.7,0.4,Social Media,10,5.6,9.7
Matthew Cortez,13,Other,10th,3.9,3.0,67,4,0.4,7,2,4,0,1.7,91,20,2.0,1.4,0.8,Browsing,7,7.8,10.0
Denise Scott,15,Female,8th,7.2,7.8,95,2,1.2,5,6,8,1,1.2,134,16,2.3,1.4,1.4,Other,7,7.3,10.0
Sarah Ramos,15,Other,11th,4.5,6.4,51,9,1.7,1,8,5,1,0.8,46,11,0.9,0.8,0.5,Gaming,10,10.7,6.1
Ethan Ortega,19,Male,12th,3.7,7.0,52,0,2.1,8,2,8,0,1.6,119,14,3.2,3.4,0.8,Other,5,4.5,10.0
Michele Guzman,14,Female,8th,2.4,7.2,91,8,0.0,6,10,9,1,0.7,136,12,2.5,2.6,0.5,Browsing,8,6.7,9.0
Ricky Fowler,15,Male,11th,6.7,5.6,78,7,0.9,10,8,2,0,1.9,47,9,1.7,2.6,2.2,Other,1,9.8,10.0
Karl Doyle,13,Female,11th,4.9,9.3,63,9,1.6,9,7,9,0,1.1,90,8,3.2,2.6,1.0,Browsing,1,5.9,9.4
Richard Jackson,16,Female,10th,5.1,8.9,62,7,3.5,2,4,7,0,1.5,80,7,1.7,1.2,1.6,Browsing,8,10.4,6.5
Douglas Lucas,18,Female,10th,8.0,6.1,76,5,1.4,7,10,7,1,0.8,50,15,4.0,1.6,0.0,Social Media,8,11.3,10.0
Michael Garcia,14,Female,7th,4.6,6.2,56,4,1.1,5,9,5,1,0.7,120,6,2.4,0.7,1.2,Social Media,8,4.4,8.2
Sabrina Kim,14,Other,9th,5.0,7.1,55,9,2.2,10,4,7,0,0.9,86,16,2.1,2.1,1.0,Gaming,5,7.0,10.0
Blake Orr,14,Other,12th,4.2,7.7,52,10,0.8,10,9,7,0,1.6,73,20,2.5,0.9,0.0,Social Media,2,7.6,9.2
Terry Garrison,17,Female,11th,5.6,4.5,84,5,0.9,1,2,5,0,0.8,89,20,2.4,2.1,1.2,Gaming,10,5.0,10.0
